,Video Title,Published At Date,Comment,Sentiment
40,The Chinese App Using Facial Scans on Teenage Gamers,2022-02-04,We stand with Joe. Keep up the great work.,positive
41,The Chinese App Using Facial Scans on Teenage Gamers,2022-02-04,"I support you, Rogan 
fascist censorship must not be allowed",negative
42,The Chinese App Using Facial Scans on Teenage Gamers,2022-02-04,"The most patroic way to follow up on the Media giants. 
Thank you, for what you explore!",positive
43,The Chinese App Using Facial Scans on Teenage Gamers,2022-02-04,keep up the good fight joe on honest conversations with ppl don’t fold ,neutral
44,The Chinese App Using Facial Scans on Teenage Gamers,2022-02-04,"I love it when Joe's in this mood and he's got a good guest to bounce with.

Don't start driving around in an open topped Lincoln. ",positive
45,The Chinese App Using Facial Scans on Teenage Gamers,2022-02-04,"Joe, you could make a paywall and we’d still be here. $5/mo you’d still have millions of followers. Don’t change the show ",neutral
46,The Chinese App Using Facial Scans on Teenage Gamers,2022-02-04,"Love seeing Andy Stumpf find success in his own podcast and produce great content.  Funny, humble dude who is personable and seems to elevate every room he's in.  Kinda guy who spends years making fun of SEALs react videos and then does one for the lulz.",positive
47,The Chinese App Using Facial Scans on Teenage Gamers,2022-02-04,Great see Joe! Glad to see openly asking questions hasn't been outlawed yet....,positive
48,The Chinese App Using Facial Scans on Teenage Gamers,2022-02-04,Joe Rogan experience is the best podcast there is!,positive
49,The Chinese App Using Facial Scans on Teenage Gamers,2022-02-04,"At the moment, this clip was uploaded 40 minutes ago to YouTube. It’s already surpassed Brian Stelter’s viewership. That is why he’s a problem to the establishment.. he’s honest, trustworthy, engaged with people from multiple perspectives, and people gravitate towards that.",positive
50,The Chinese App Using Facial Scans on Teenage Gamers,2022-02-04,"Thanks Joe to be strong, you are the voice of many of us, keep talking please. 
You have our unconditional support.
Much love to you and your family ",positive
51,The Chinese App Using Facial Scans on Teenage Gamers,2022-02-04,"I knew this one would be one of the greatest, Andy Stumpf is just so good.",positive
52,The Chinese App Using Facial Scans on Teenage Gamers,2022-02-04,"Thanks for being a soldier against censorship, Joe",positive
53,The Chinese App Using Facial Scans on Teenage Gamers,2022-02-04,Thank you for continuing to be yourself. Stand up to the insane hypocrites. ,positive
54,The Chinese App Using Facial Scans on Teenage Gamers,2022-02-04,"I was wondering when another episode of JRE was going to drop, figured he may take some time off after the shit people have put him through. I will always stand with Joe and will follow him wherever he goes. If he goes down we are in trouble.",neutral
55,The Chinese App Using Facial Scans on Teenage Gamers,2022-02-04,Wow. Literally had a convo with my parents just before this about taking the safe route vs risking it to grow my business whilst lvling up my skills as a SWE,neutral
56,The Chinese App Using Facial Scans on Teenage Gamers,2022-02-04,The fear factor guy..the most trusted guy in news.,positive
57,The Chinese App Using Facial Scans on Teenage Gamers,2022-02-04,"Great to have Joe back on YouTube, although his absence prompted me to join Spotify this week so I don’t miss any future episodes due to YouTube’s partisan targeting.",neutral
58,The Chinese App Using Facial Scans on Teenage Gamers,2022-02-04,Shout out to joe for giving a voice to the voiceless,positive
59,The Chinese App Using Facial Scans on Teenage Gamers,2022-02-04,Much respect and love to Joe and those who support freedom amd free speech.,positive
60,The Chinese App Using Facial Scans on Teenage Gamers,2022-02-04,"Please, don't let them scratch your spirit. We need your podcast, we want the broad and diversified source of information that you provide. Keep going man. Big virtual hug",positive
61,The Chinese App Using Facial Scans on Teenage Gamers,2022-02-04,I stand with this man until the day I die. Keep being you sir,positive
62,The Chinese App Using Facial Scans on Teenage Gamers,2022-02-04,"My old employer lost 3K clients all at once after they ignored analysts like myself that warned them of two hardware flaws that were costing our clients a lot of lost revenue, causing their employees massive unneeded suffering, and it was ruining our brand due to the word getting out, we were not trustworthy.

In my last meeting shortly after this, my coworkers and bosses were continuing their bashing of our clients and blaming them for foolishly signing a contract with a new startup.

I asked them, ""Then what does that say about us?""

Very few people in power and media (same thing) ask themselves that ever; much less everyday.",negative
63,The Chinese App Using Facial Scans on Teenage Gamers,2022-02-04,"Love you Joe, keep doing what you're doing. Huge fan from the UK!",positive
64,The Chinese App Using Facial Scans on Teenage Gamers,2022-02-04,"What Joe said in the last 5 minutes is so true. Family can stop you from taking a risk. 

It's a hard thing to balance.",negative
65,The Chinese App Using Facial Scans on Teenage Gamers,2022-02-04,"Joe Rogan my man... Keep doing what you are doing... Don't cave in, don't be a sell out, we got ur back.",neutral
66,The Chinese App Using Facial Scans on Teenage Gamers,2022-02-04,OMG!!! I love this clip!!! Had me  please keep the sarcasm and everything you do going Joe Rogan and never let them change who you are. You're are ewesome.,positive
67,The Chinese App Using Facial Scans on Teenage Gamers,2022-02-04,"Love you Joe, when the world needed you most you were there",positive
68,The Chinese App Using Facial Scans on Teenage Gamers,2022-02-04,Joe never back down you and your work will be in the history books thx for everything,positive
69,The Chinese App Using Facial Scans on Teenage Gamers,2022-02-04,Why did the head of AI in the United states step down?  He said we were too far behind China... No because he didn't want his name to be historically associated with AI taking over.,negative
70,The Chinese App Using Facial Scans on Teenage Gamers,2022-02-04,You´re such a cool dude!Thanks for being you!That´s awesome and millions of people stand behind you.,positive
71,The Chinese App Using Facial Scans on Teenage Gamers,2022-02-04,"Love and prayers for you and loved ones, Joe!!  Keep fighting the madness!  
 Let’s Go Brandon! FJB ",positive
72,The Chinese App Using Facial Scans on Teenage Gamers,2022-02-04,Joe is now on his cautious double speak. Because everyone is watching him.,positive
73,The Chinese App Using Facial Scans on Teenage Gamers,2022-02-04,Welcome Back Joe I was hoping He would have Alex Jones on his first episode back lol but an ex Navy Seal is a statement as well ,positive
74,The Chinese App Using Facial Scans on Teenage Gamers,2022-02-04,You damn right they're listening.. I believe the sad thing about it is that they can't afford it in a private industry is doing it and they're giving out people's information to the public. At least that's what they're doing in Orange county California,negative
75,The Chinese App Using Facial Scans on Teenage Gamers,2022-02-04,"Keep it up boys, we love you for what you are",positive
76,The Chinese App Using Facial Scans on Teenage Gamers,2022-02-04,"""The Chinese App Using Facial Scans on Teenage Gamers"" Is it more sophisticated than the US App? That is so META! ",positive
77,The Chinese App Using Facial Scans on Teenage Gamers,2022-02-04,Yes apathy is a threat to freedom but I would say another threat to freedom that isn't talked about enough is hatred. We gladly give our freedom away if we know it is going to punish someone we hate.,neutral
78,The Chinese App Using Facial Scans on Teenage Gamers,2022-02-04,"Andy said the most important sentence in this whole conversation at the end.
""Freedom is an amazing thing. It is the most valuable thing this country has to offer.
But it doesn't mean a fucking thing if you don't take advantage of it.""
That's why many people don't understand the concept of freedom. They can't handle it like it is supposed.
And they first realise what it meant for them personally when it is taken away from them.
This is why I like people like Joe. They always chose freedom before dicatate, even if it hurts sometimes.",neutral
79,The Chinese App Using Facial Scans on Teenage Gamers,2022-02-04,"Love Andy's statement at the end of this clip!!  True, so very, very true.",positive
80,The Chinese App Using Facial Scans on Teenage Gamers,2022-02-04,STAY STRONG JOE. WE ALL LOVE YOUR TRUTH AND HONESTY.,positive
81,The Chinese App Using Facial Scans on Teenage Gamers,2022-02-04,"I don't listen to music on Spotify, but where ever Joe goes, I go..great work",positive
82,The Chinese App Using Facial Scans on Teenage Gamers,2022-02-04,"""That's to make sure they're not playing."" Surprising coming from someone as smart as Jamie...he got an A in physics.",neutral
83,The Chinese App Using Facial Scans on Teenage Gamers,2022-02-04,JOE ROGAN is the GOAT of Podcasts! ,positive
84,The Chinese App Using Facial Scans on Teenage Gamers,2022-02-04,I think that if we were playing a drinking game where every time they said “think” I’d be dead from alcohol poisoning ,negative
85,The Chinese App Using Facial Scans on Teenage Gamers,2022-02-04,"Brave New World

So thankful to you Joe for continuing to have open and honest conversations in spite of people trying to silence you!",positive
86,The Chinese App Using Facial Scans on Teenage Gamers,2022-02-04,We got your back Joe! Really enjoy your content #chingon your the man brother.,positive
87,The Chinese App Using Facial Scans on Teenage Gamers,2022-02-04,the irony is that we use face id for almost our apps lmfao,positive
88,The Chinese App Using Facial Scans on Teenage Gamers,2022-02-04,"I lost my father today. He was my best friend. And this was the place I came to make me feel better. Thanks Joe. My dad loved ur way of looking at life. So do I. We don't always agree politically, but thats the thing that made us love u.  I'm broken right now.",negative
89,The Chinese App Using Facial Scans on Teenage Gamers,2022-02-04,Thank u Joe!!! I value you and respect your podcast. Haters gonna hate.,neutral
90,The Chinese App Using Facial Scans on Teenage Gamers,2022-02-04,"With you Joe, no matter what they try to throw at you.",positive
91,The Chinese App Using Facial Scans on Teenage Gamers,2022-02-04,"Joe, stay the course. Avoid the fuckery.  We are with you.  Questioning things is not miss information.",positive
92,The Chinese App Using Facial Scans on Teenage Gamers,2022-02-04,"Big Fan Joe!! On this clip you speak of the ties between Chinese Business and Govt. I believe the Japanese model looks far superior.
I know VERY little specifics. However my understanding is that Business, Govt and labour cooperate very productively to establish plans that are beneficial to all 3 organizations and therefore good for the whole Nation. Even to the point of executives changing from 1 to another. Check it",positive
93,The Chinese App Using Facial Scans on Teenage Gamers,2022-02-04,We love you joe never stop being you!,positive
94,The Chinese App Using Facial Scans on Teenage Gamers,2022-02-04,"Joe, high time you interviewed a naturopath... Someone who knows all about natural remedies, herb and spices, healing mushrooms, the stuff he human race has been using for millennia. That would make a great podcast.",positive
95,The Chinese App Using Facial Scans on Teenage Gamers,2022-02-04,good to see u again JOE! Keep asking the good questions!!,positive
96,The Chinese App Using Facial Scans on Teenage Gamers,2022-02-04,"For what it’s worth, you have a heart of gold joe. To thy own self be true!",positive
97,The Chinese App Using Facial Scans on Teenage Gamers,2022-02-04,"No matter who you are, there's always a law, rule, regulation, policy or procedure - a speed bump - to reaching ones true potential. Sometimes you have to break one (or 7) and keep moving forward.",positive
98,The Chinese App Using Facial Scans on Teenage Gamers,2022-02-04,"loving the positivity in the comments. Joe's been called a sellout for at least a year after he left for spotify but i think people are coming around and realizing there just was no future in dystopian youtube. Think if he had stayed on youtube in 2021, he could've never had those contrarian voices against authoritarians",negative
99,The Chinese App Using Facial Scans on Teenage Gamers,2022-02-04,"Joe is the voice for the small people that are unseen and unheard. We need more REAL substance in our lives. I wish all of the governments and politicians on the planet crumbled. Sure, we need some kind of order, but order under respectable and real people.",neutral
100,The Chinese App Using Facial Scans on Teenage Gamers,2022-02-04,Thank you for being here and telling the truth!!!! ,positive
101,The Chinese App Using Facial Scans on Teenage Gamers,2022-02-04,"Andy and Rogan. My mind is gonna pop  . Two intelligent thoughtful , Strong men. Wow.  Love it. Yes
Please we want more",positive
102,The Chinese App Using Facial Scans on Teenage Gamers,2022-02-04,Millions of us support you Joe. Fight for our freedom of speech.,positive
103,The Chinese App Using Facial Scans on Teenage Gamers,2022-02-04,"Joe , You are highly intelligent but craft interviews without being domineering.   Amazing.",positive
104,The Chinese App Using Facial Scans on Teenage Gamers,2022-02-04,"My only advice to Neil Young is, if you're not going to your doctor for MMA information, you probably shouldn't worry about Joe.",positive
105,The Chinese App Using Facial Scans on Teenage Gamers,2022-02-04,We stand with you JOE!!!,positive
106,The Chinese App Using Facial Scans on Teenage Gamers,2022-02-04,Thanks for everything you do bro big ups from canada we appreciate you,positive
107,The Chinese App Using Facial Scans on Teenage Gamers,2022-02-04,Rogan is a positive presence,positive
108,The Chinese App Using Facial Scans on Teenage Gamers,2022-02-04,"I support you Joe, don’t bow down  ",neutral
109,The Chinese App Using Facial Scans on Teenage Gamers,2022-02-04,Thank you Joe for standing your ground and for all of our freedoms. God bless the U.S.,positive
110,The Chinese App Using Facial Scans on Teenage Gamers,2022-02-04,We all love your podcast jeo..,positive
111,The Chinese App Using Facial Scans on Teenage Gamers,2022-02-04,"I guess ""selfie cameras"" are the greatest mistake on smartphones",negative
112,The Chinese App Using Facial Scans on Teenage Gamers,2022-02-04,"I've never seen so many supportive comments for Joe Rogan, I love it. We stand with him.",positive
113,The Chinese App Using Facial Scans on Teenage Gamers,2022-02-04,"""No chance, our government is amazing"" - got me laughing for a half an hour",positive
114,The Chinese App Using Facial Scans on Teenage Gamers,2022-02-04,Andy is like if Bill Hicks became a Navy SEAL,neutral
115,The Chinese App Using Facial Scans on Teenage Gamers,2022-02-04,"""Have you ever been to China ?""
""I've been to Taiwan..."" 

+100000000 Social Credits.",neutral
116,The Chinese App Using Facial Scans on Teenage Gamers,2022-02-04,Keep up the good work Joe.,positive
117,The Chinese App Using Facial Scans on Teenage Gamers,2022-02-04,Bahaha I'm loving this so much!  My parents are pissed at me and I'm trying to turn my dad's manufacturing company around.  Central NY since 1926 and not going anywhere!,negative
118,The Chinese App Using Facial Scans on Teenage Gamers,2022-02-04,"You're right bout taking chances. Everything in peoples lives these days is oriented towards not taking chances, towards safety above all else. Safety for not only self but for those around you. It's drilled into you, and in business, you aren't meant to take risks anymore, you're punished extremely if you take financial risks and fail. It used to be, people would take chances in business all the time and write off losses without ostracizing, firing, or down-levelling them to a lower position.

 to provide an example, even hollywood movie producers and the big movie houses used do strange movies and see if they work, in fact in the early days of hollywood that was the modus operandi. now everything is either a sequel, a huge pre-existing franchise, or a remake. they are not taking chances at all in hollywood. only people like christopher nolan even dare, while darren aronofsky tries to be different. everything in the world especially in first half of the 1900s, there were so many new world-changing events and products happening every 5-10 years that people took chances nonstop. 

but there hasn't been any real change in an entire generation - for 20 years. everything has stagnated and turned focus to ""Safety"" and ""repair"" and ""self-love"". but stagnation is death. ""Don't do this, you'll lose your job and you won't get the car or pay the rent, you'll be living in a tent! """,positive
119,The Chinese App Using Facial Scans on Teenage Gamers,2022-02-04,I stand with Joe. And Jesus Christ. More Jesus of course. . But I support my friend Joe,positive
120,The Chinese App Using Facial Scans on Teenage Gamers,2022-02-04,Joe Rogan teaching stratospheric levels of satire,positive
121,The Chinese App Using Facial Scans on Teenage Gamers,2022-02-04,The IRS is Contracting with a third-party for you to file your taxes and they're using facial scanning now.,negative
122,The Chinese App Using Facial Scans on Teenage Gamers,2022-02-04,I just got so mad at you for complimenting Chinese commi govt for doing so well at controlling and subjugating their citizens but I know it’s just misdirected anger and I know what you meant  OR Google is sending psycho irritating micro waves through this broadcast,negative
123,The Chinese App Using Facial Scans on Teenage Gamers,2022-02-04,If you think your successful company won't be destroying by one of the big monopolies you're wrong. You two need to read the Powell Memo and read about Supreme Court decisions starting in the late 70s. It's legal for a wealthy individual or a corporation to buy politicians who will then do what they're told. This is no longer a democracy but an oligarchy.,positive
124,The Chinese App Using Facial Scans on Teenage Gamers,2022-02-04,I just hope the younger generations discover that their privacy is one of the most valuable parts of life. Right now it just looks like its sliding into non existence.,negative
125,The Chinese App Using Facial Scans on Teenage Gamers,2022-02-04,"Joe, My entire family Support YOU.  Keep doing what you do best, entertain.",positive
126,The Chinese App Using Facial Scans on Teenage Gamers,2022-02-04,"“Loyalty to Country, Loyalty to government when deserved.”
Mark Twain.
How has the first year gone and has the government deserved our loyalty?
If I were still in the military I would burn  my uniform and ditty bag and receive a dishonorable discharge instead of trust and serve and give my loyalty to this leadership and leave American  soil. 

Dude! NO WAY!!!",neutral
127,The Chinese App Using Facial Scans on Teenage Gamers,2022-02-04,"JRE fan till i die, keep
fighting the good fight Joe!",positive
128,The Chinese App Using Facial Scans on Teenage Gamers,2022-02-04,I do wish we had mandatory military service is the United States!! Strongly feel this would be a way better place with less crime and harder stronger people!!!,neutral
129,The Chinese App Using Facial Scans on Teenage Gamers,2022-02-04,"My family cast me out because i stood up to them, they figured that if i didnt live up to their expectations of how my life should be than its easier to make me the outcast. I, to this day, stand my ground and remain free and true to myself.

Remember yall, even your own family can be the very reason you arent progressing.",neutral
130,The Chinese App Using Facial Scans on Teenage Gamers,2022-02-04,"It's a delusion to think that any government or organized social group is offering any freedom, and talking about US government where literally supply dictates demand is either naive or straight away stupid!",negative
131,The Chinese App Using Facial Scans on Teenage Gamers,2022-02-04,"Joe, you really think that our businesses and government don't work hand in hand with the government? Then explain our health system, the media, the military industrial complex, the energy sector, Walmart/waffle house FEMA ties, and the tech sector giving our personal information to the feds. Then there is the campaign financing model of our government officials, lobbyists, the revolving door between elected office and the private sector. Hell, look at how well our elected officials do in the stock market. The only difference in our government/business interconnectivity and China's..... they are telling their people how it is straight. Our's is trying to sell us the grift of the dream of being the land of the free.",positive
132,The Chinese App Using Facial Scans on Teenage Gamers,2022-02-04,"Joe you're the best. since I started listening to joe I grew taller 6 inches more, before I only ate hamburgers now I hunt my own food, last week I caught a moose and ate it in less than 2 days, before I was bald since I listened to joe my hair grew longer and thicker and best of it all it grew blonde.  I didn't exercise before and I run 20 miles every day and I do it in 34 minutes. thanks to joe i learned to talk to women, before i didn't have a girlfriend, right now i go out with 10 women a week and i change them every month. right now I'm learning to levitate thanks joe you are the best. next step time travel. Ps. My package is bigger ;)",positive
133,The Chinese App Using Facial Scans on Teenage Gamers,2022-02-04,We love you Joe!! You will never be canceled with the 99 percents support!,neutral
134,The Chinese App Using Facial Scans on Teenage Gamers,2022-02-04,"I was hoping after he issued the apology  about how he will do better"" He would have done somthing epic like have Trump come on LMAO  I hope he doesn't intentionally try to avoid controversy and become predictable and boring!",neutral
135,The Chinese App Using Facial Scans on Teenage Gamers,2022-02-04,This is exactly why I cover up all front cameras on any electronic device I own.,positive
136,The Chinese App Using Facial Scans on Teenage Gamers,2022-02-04,Snapchat has a new scan feature that accidentally starts almost everytime I open the app. It also has new filters that ask you to face your camera at what you’re looking at.,positive
137,The Chinese App Using Facial Scans on Teenage Gamers,2022-02-04,We support you joe .keep fighting for our freedoms!,positive
138,The Chinese App Using Facial Scans on Teenage Gamers,2022-02-04,"""You are only reliable until you disagree with my opinion"" is a very dengerous thing tbh",positive
139,The Chinese App Using Facial Scans on Teenage Gamers,2022-02-04,"Do you think the US government are using this?  No chance, our government is AMAZING...now that was funny Joe, get back on the comedy circuit fast, best oneliner I have heard for a long time.  Regards Phil from the UK",positive
140,The Chinese App Using Facial Scans on Teenage Gamers,2022-02-04,We with you Joe ,positive
141,The Chinese App Using Facial Scans on Teenage Gamers,2022-02-04,"I always go back to the mouse society experiment , that was given everything the mice needed for comfort. They stopped breeding and ended up eating each other.",negative
142,The Chinese App Using Facial Scans on Teenage Gamers,2022-02-04,This is what canada is heading for I think and im very worried about it. We need to get this government out before it's to late and thats why I support the trucker fight for freedom,negative
143,The Chinese App Using Facial Scans on Teenage Gamers,2022-02-04,The problem with taking chances is as u said joe. Security in life and ability to live comfortably,neutral
144,The Chinese App Using Facial Scans on Teenage Gamers,2022-02-04,"""if you're not doing anything wrong, why would it matter"" - everyone in the 90's when I was going off about the cameras going up on the street lights and traffic lights.",negative
145,The Chinese App Using Facial Scans on Teenage Gamers,2022-02-04,People don’t take risks because if they break their arm without insurance they’re 40k in medical debt. People will feel safe enough to take risks when they’re health insurance is no longer tied to their employer.,negative
146,The Chinese App Using Facial Scans on Teenage Gamers,2022-02-04,Economic growth has a HUGE impact on people taking risks. People tend to refrain from doing something abnormal if they're not able to get by with their financial needs.,negative
147,The Chinese App Using Facial Scans on Teenage Gamers,2022-02-04,Whoopi Goldberg should be your next guest. Make it happen!!!,positive
148,The Chinese App Using Facial Scans on Teenage Gamers,2022-02-04,"Shout out to us risk takers.  Packing up everything and liquidating my savings to move across the country tomorrow.  Have no support from family in this move, but you gotta take big risks to get big rewards",neutral
149,The Chinese App Using Facial Scans on Teenage Gamers,2022-02-04,"Here in the UK, it was announced 2 days ago that all the major supermarkets will be bringing facial recognition scanners for the purchase of alcohol on self service tills for age verification.",neutral
150,The Chinese App Using Facial Scans on Teenage Gamers,2022-02-04, Andy Stumpf talking about freedom when he has people who work with him that are anti freedom.,neutral
151,The Chinese App Using Facial Scans on Teenage Gamers,2022-02-04,Joe Rogan has F**K YOU MONEY.  He can interview whoever he wants.  Let those has been singers leave Spotify.   LMAO ,neutral
152,The Chinese App Using Facial Scans on Teenage Gamers,2022-02-04,"There's one aspect to what might be obvious, but not a lot of people consider in the beginning... the similarity between someone sitting on their couch and asking for government handouts and an entrepreneur who takes the risk to start their own business (no matter the product sold)... they both vote.  True intelligence, combined with work ethic is progressively rare these days.  It's easy to find someone who has been fed the idea that one can sit around, indulge in their vices and talents, without a shred of effort in anything else.",positive
153,The Chinese App Using Facial Scans on Teenage Gamers,2022-02-04,Joe Rogan will go down in history as a voice for the people,positive
154,The Chinese App Using Facial Scans on Teenage Gamers,2022-02-04,Are we really free to take risks? most people are living paycheck to paycheck while drowning in debt. Being able to take a chance is a position of privilege for your average joe.,positive
