,Video Title,Published At Date,Comment,Sentiment
15,Whoopi Goldberg Reportedly LIVID About Her Suspension,2022-02-04,Her getting mad is just showing her true colors.,neutral
16,Whoopi Goldberg Reportedly LIVID About Her Suspension,2022-02-04,of course her real name is Karen LOL,positive
17,Whoopi Goldberg Reportedly LIVID About Her Suspension,2022-02-04,"Freedom of speech includes saying stupid stuff. It would be nice to see her learn from this, but I highly doubt it.",negative
18,Whoopi Goldberg Reportedly LIVID About Her Suspension,2022-02-04,"She should re name herself to ""Whoopsi"" for how many dumb things she says on national tv.",positive
19,Whoopi Goldberg Reportedly LIVID About Her Suspension,2022-02-04,"I've always liked JP's take on agents of cancel culture. He states how the agents put themselves in a position where they always have to live on their tippy toes trying to live up to the standards they've helped implement in society, and once they fail, the blade falls on them hard. this is exactly the case. this woman has been destroying people and now she slipped up, it's her turn to face her own blade. i wish it was worse than this to set an example.",negative
20,Whoopi Goldberg Reportedly LIVID About Her Suspension,2022-02-04,If anybody deserves to be canceled in this world it’s HER. She makes me feel like throwing up,negative
21,Whoopi Goldberg Reportedly LIVID About Her Suspension,2022-02-04,Here's why I've always had so much respect for Ben.. If you disagree he actually let's ppl debate him where ppl on the view know his facts kills there garbage hypocrisy so they desperately remove platform's to avoid real debate,neutral
22,Whoopi Goldberg Reportedly LIVID About Her Suspension,2022-02-04,Saying Goldberg can't be anti-semitic because of her last name is like saying someone in blackface can't be racist because they have black paint on.,negative
23,Whoopi Goldberg Reportedly LIVID About Her Suspension,2022-02-04,"It's so awesome to see everyone exposed like this, especially at a time where celebs are backing Joe Rogan. What a win for normal people.",positive
24,Whoopi Goldberg Reportedly LIVID About Her Suspension,2022-02-04,"It’s interesting that the very culture she has appropriated, she doesn’t understand their past.",neutral
25,Whoopi Goldberg Reportedly LIVID About Her Suspension,2022-02-04,She isn’t sorry. I’m not Jewish and can’t imagine how they feel about these horrible comments. I’m disgusted. Learning about the Holocaust at school was traumatizing enough. What a ,negative
26,Whoopi Goldberg Reportedly LIVID About Her Suspension,2022-02-04,"""Were there no such thing as double standards, they would have no standards.""",negative
27,Whoopi Goldberg Reportedly LIVID About Her Suspension,2022-02-04,"“When the masks come off, it’s good times all around”

-Ben Shapiro-

CLASSIC!!!",positive
28,Whoopi Goldberg Reportedly LIVID About Her Suspension,2022-02-04,She is one of the ones who would say that Joe Rogan should be canceled for misinformation.  She should go down because idiots look to her and believe what she says.,negative
29,Whoopi Goldberg Reportedly LIVID About Her Suspension,2022-02-04,"Run for president dude, from an Aussie, America needs you and alot more like you before it is too late!",positive
30,Whoopi Goldberg Reportedly LIVID About Her Suspension,2022-02-04,if she wont accept apologies from others proven on tv we should only aceept her resignation nothing less,neutral
31,Whoopi Goldberg Reportedly LIVID About Her Suspension,2022-02-04,"The right is defending her after all this

....If that isnt a sign of morality and empathy then i dont know what is",neutral
32,Whoopi Goldberg Reportedly LIVID About Her Suspension,2022-02-04,Scary how some individuals have so much power that they feel that they should not be questioned.,negative
33,Whoopi Goldberg Reportedly LIVID About Her Suspension,2022-02-04,If another public figure had said that the Transatlantic slave trade wasn’t racist she would be calling for that person to be fired. These people have no intention of reciprocity.,negative
34,Whoopi Goldberg Reportedly LIVID About Her Suspension,2022-02-04,This is some of the best entertainment I’ve seen from these celebrities. Seeing them without their masks and getting their own justice applied to themselves is both entertaining and satisfying.,positive
35,Whoopi Goldberg Reportedly LIVID About Her Suspension,2022-02-04,I have never heard anyone in my whole life spew such racism and pure hate like Karen does on daytime TV. The harm she hatches is intentional and self serving.,negative
36,Whoopi Goldberg Reportedly LIVID About Her Suspension,2022-02-04,"Capacity for self-reflection: zero

She pushed plenty of cancelations herself but can't understand when she only gets suspended. Must suck when you can't even play your own game correctly.",negative
37,Whoopi Goldberg Reportedly LIVID About Her Suspension,2022-02-04,It's amazing how so many people can hear the same words and see the same actions then interpret them so differently. How can anyone defend what she said?,positive
38,Whoopi Goldberg Reportedly LIVID About Her Suspension,2022-02-04,"""unearned morally superiority!"" Thank you for putting a name to this aggravating behavior!",positive
39,Whoopi Goldberg Reportedly LIVID About Her Suspension,2022-02-04,"What Ben fails to mention is that Disney had a bad reputation for being antisemitic in their programming in their past and Walt Disney himself was accused of anti semitism several times.   
I think whoopi may be gone.   I'm guessing they will give her some money and ask her to go quietly away.  I think Disney isn't going to want to rekindle that reputation and open that door again.",negative
40,Whoopi Goldberg Reportedly LIVID About Her Suspension,2022-02-04,A true apology comes with remorse and humility .... not anger !,neutral
41,Whoopi Goldberg Reportedly LIVID About Her Suspension,2022-02-04,Two things: Her real name is Karen. And she LITERALLY appropriated a whole name from another culture. ,positive
42,Whoopi Goldberg Reportedly LIVID About Her Suspension,2022-02-04,"Absolutely Whoopi should be fired. There has to be one standard for everyone.  I'm sick of conservatives like Gutfeld who want to help exempt liberals and nobody else from their own standards to show how superior they are. When you are racist by your own standards, as Whoopi certainly is, that's far worse than being racist by someone else's standards.",negative
43,Whoopi Goldberg Reportedly LIVID About Her Suspension,2022-02-04,THIS WOMAN IS MAKING MILLIONS OF DOLLARS AND IS STILL ANGRY AT THE WORLD!!,negative
44,Whoopi Goldberg Reportedly LIVID About Her Suspension,2022-02-04,"""She chose Goldberg as her stage name"" is an excuse that belongs right up there with ""I have a friend who's Jewish""",positive
45,Whoopi Goldberg Reportedly LIVID About Her Suspension,2022-02-04,"Her saying that the holocaust wasn’t about race, is like saying the N word isn’t about race either it’s about someone’s action or how they act in public.",negative
46,Whoopi Goldberg Reportedly LIVID About Her Suspension,2022-02-04,"Yes, yes and yes!! 
Well put it. Too bad that she just got suspended but this is for people can open their eyes and see how double standard  the media is.",neutral
47,Whoopi Goldberg Reportedly LIVID About Her Suspension,2022-02-04,"She long ago lost any respect I had for her - frankly, she is a below par talent and Im not at all sure what people see in her. But you are correct - she should be fired and end of.",neutral
48,Whoopi Goldberg Reportedly LIVID About Her Suspension,2022-02-04,Ben your so intelligent and quick witted it's almost scary...Keep fighting Son we need more like you.,positive
49,Whoopi Goldberg Reportedly LIVID About Her Suspension,2022-02-04,"They want to cancel everybody else so they deserve to be canceled themselves. I have zero tolerance for people who extend no grace to others, who can't forgive others but would rather not just punish, cancel but have them fired ending a person's ability to earn a living and providing for their families. You Reap What You Sow.",negative
50,Whoopi Goldberg Reportedly LIVID About Her Suspension,2022-02-04,"The only reason she's mad is because it wounded her pride, She thought she was too big to be affected by the cancel culture she so quickly encourages.",negative
51,Whoopi Goldberg Reportedly LIVID About Her Suspension,2022-02-04,"Black on black violence?   None of my concern.  Thanks for showing us the way, Whoopi.",positive
52,Whoopi Goldberg Reportedly LIVID About Her Suspension,2022-02-04,"She apparently has never heard, “Those who live in glass houses…”",neutral
53,Whoopi Goldberg Reportedly LIVID About Her Suspension,2022-02-04,"Ben Shapiro (and all the podcasters in his employ) definitely helped me, as a budding conservative, to think through and flesh out my opinions and positions on all things politics/culture-related; the Daily Wire is like an oasis of reason and traditional American values in a desert of woke, radical, demoralization and chaos. Thank you, Ben!",positive
54,Whoopi Goldberg Reportedly LIVID About Her Suspension,2022-02-04,Love your sense of humor and facial expressions while you cut to the quick of nonsensical issues.,positive
55,Whoopi Goldberg Reportedly LIVID About Her Suspension,2022-02-04,"Ben, you take me back to my cheerleading days. I find myself saying cheers while listening to you. Keep it up!",positive
56,Whoopi Goldberg Reportedly LIVID About Her Suspension,2022-02-04,"Everyone enjoys it when a villan gets caught in thier own trap. In this case, it's more like when someone slings crap at others, they shouldn't get mad when some of it ends up in thier mouth!",positive
57,Whoopi Goldberg Reportedly LIVID About Her Suspension,2022-02-04,"If someone has to be forced to apologize , then just how truly sorry are they?",negative
58,Whoopi Goldberg Reportedly LIVID About Her Suspension,2022-02-04,Perfect Ben!! Those who support cancel culture should live up to cancel culture and face the consequences of cancel culture!! ,negative
59,Whoopi Goldberg Reportedly LIVID About Her Suspension,2022-02-04,"All she did was show and confirm, without a shadow of a doubt, her stupidity.",neutral
60,Whoopi Goldberg Reportedly LIVID About Her Suspension,2022-02-04,"Well, the name ""Whoopi"" alone should give you an indication of her level of intelligence. It is obvious she would want to be excused from her own rules. Well said Ben.",positive
61,Whoopi Goldberg Reportedly LIVID About Her Suspension,2022-02-04,When you’ve been fighting against racism for so long that you’ve become a racist yourself.,negative
62,Whoopi Goldberg Reportedly LIVID About Her Suspension,2022-02-04,I think I speak for everyone that if celebrities and famous people like her were to just disappear nobody would miss them,negative
63,Whoopi Goldberg Reportedly LIVID About Her Suspension,2022-02-04,"It’s funny these “influencers” call for other people to be censored and cancelled, but when it happens to them, they say it’s not fair!",negative
64,Whoopi Goldberg Reportedly LIVID About Her Suspension,2022-02-04,Whoopi should be fired because she thinks others should be too. She needs to live by her own rules.,neutral
65,Whoopi Goldberg Reportedly LIVID About Her Suspension,2022-02-04,"The golden rule is NOT ""Treat people how you wish to be treated"", it's ""Treat people the best you can, then treat them how they treat you.""",positive
66,Whoopi Goldberg Reportedly LIVID About Her Suspension,2022-02-04,To find out who rules over you find out who you can’t criticize or disagree with. I definitely don’t rock with Whoopi Goldberg but what she said was  legit.,negative
67,Whoopi Goldberg Reportedly LIVID About Her Suspension,2022-02-04,The idea is to keep her out of public view on a paid holiday until this all blows over and the news cycle moves on. Then it's back to business without another word said. If YOU mention it after that YOU'RE AT FAULT.,negative
68,Whoopi Goldberg Reportedly LIVID About Her Suspension,2022-02-04,One of the few things I completely disagree with Ben on. In context her comments weren't at all offensive. I think she mostly just fumbled and did a bad job getting her point across.,negative
69,Whoopi Goldberg Reportedly LIVID About Her Suspension,2022-02-04,I recently saw a statement from a holocaust survivor calling out Whoopie to get it together.  It was heart wrenching to watch. Whoopie should have to apology to her face to face!,negative
70,Whoopi Goldberg Reportedly LIVID About Her Suspension,2022-02-04,"I DONT accept whoopis apology since it was insincere.   How am I absolutely certain it was insincere?  The fact that she is mad now shows she was not contrite.   If she was truly sorry she would not be mad at just being suspended.  And, also, in the apology where she was not doubling down on racism she was obviously reading and wasnt trying to hide that she was reading.  For an actress not hiding you are reading is weird and must be deliberately calculated to let her fans know the apology is forced.",negative
71,Whoopi Goldberg Reportedly LIVID About Her Suspension,2022-02-04,It's okay we've been livid with her spewing idiotic ideas for years.,positive
72,Whoopi Goldberg Reportedly LIVID About Her Suspension,2022-02-04,My grandpa fought and participated to the resistance for ”peoples” like her to give their opinion in a free world,positive
73,Whoopi Goldberg Reportedly LIVID About Her Suspension,2022-02-04,Absolutely she should be held to her own standard. She should be fired and not let back on TV to spread her propaganda bs,negative
74,Whoopi Goldberg Reportedly LIVID About Her Suspension,2022-02-04,"If she believes in and celebrates 'Cancel Culture' of others, than by all means she should be subject to the same fate.",neutral
75,Whoopi Goldberg Reportedly LIVID About Her Suspension,2022-02-04,"""she chose Goldberg as he stage name shes not antisemitic!"" Thats just as bad as saying ""im not racist, i have a black friend"", or at least in the liberal mindset.",positive
76,Whoopi Goldberg Reportedly LIVID About Her Suspension,2022-02-04,“Never look for consistency from the left it is always just a grab for power “ ,neutral
77,Whoopi Goldberg Reportedly LIVID About Her Suspension,2022-02-04,"For the land of the free we're very sensitive and society seems to be sadly digressing, imagine an America where there was no censorship on thought provoking intellectual property or introspective conversations and we spoke on the bad things we don't want to offend any human beings about and corrected the lack of knowledge there of in others. Normalizing Mentally exhilarating, controversially challenging  conversations would create a better society when we ALL actually have TRUE freedom of speech and simply stop whining. It happened, what are we going to do about it?",negative
78,Whoopi Goldberg Reportedly LIVID About Her Suspension,2022-02-04,"Their hypocrisy is just disgusting and we see it.  There was not a drop of sincerity of her ""apology"".  She was dripping with anger the entire time.",negative
79,Whoopi Goldberg Reportedly LIVID About Her Suspension,2022-02-04,YES BEN!!!  If they're Kings/Queens of cancel culture they must go down exactly like the people they take down!! It's all disgusting.,negative
80,Whoopi Goldberg Reportedly LIVID About Her Suspension,2022-02-04,Absolutely love Ben!!! I'd say he's Savage but he honestly just spitting facts!!,positive
81,Whoopi Goldberg Reportedly LIVID About Her Suspension,2022-02-04,Love. Ben absolutely nails it. I am more and more feeling that my is incomplete until I've heard Ben's most recent show - a bombardment of facts and logic and overall humiliation of the leftist lunatics.,negative
82,Whoopi Goldberg Reportedly LIVID About Her Suspension,2022-02-04,"I'm so surprised that anyone caught her saying that. What is there like six people on the planet brain dead enough to even watch that stupid show? 
It had to be someone working there, that called her out. No one in TV land was watching.",negative
83,Whoopi Goldberg Reportedly LIVID About Her Suspension,2022-02-04,"Ben, your totally nailed it on your show today.  Let the masks come off,  and show the true faces of evil.",positive
84,Whoopi Goldberg Reportedly LIVID About Her Suspension,2022-02-04,"Ben, I can’t stand you usually. But, given the BS I have heard about this topic over the past two days, I think you are right on the ball. What she said was stupid, she was educated, now let’s move on. We all say daft things, the big person says sorry & moves on. I’ve experienced cancelation in my own way - & it sucks. Thank you for being the guy I can’t stand - but keep it up.",neutral
85,Whoopi Goldberg Reportedly LIVID About Her Suspension,2022-02-04,"It just feels ironic to how Whoopie's just undone herself this sort of way. She went through not just her race to get to celebrity status, but also overcoming some Disability too. I'm just disappointed in her for the most part, while the left is more raging it seems.",negative
86,Whoopi Goldberg Reportedly LIVID About Her Suspension,2022-02-04,She is a horrible person! It's so sad to see what she has become! She is a bitter and very racist person who should not be on tv or anywhere else! Let's go Brandon!,negative
87,Whoopi Goldberg Reportedly LIVID About Her Suspension,2022-02-04,All BS aside. Learning that Whoopi’s name was actually derived from Whoopi cushion was the funniest part of this segment,positive
88,Whoopi Goldberg Reportedly LIVID About Her Suspension,2022-02-04,For somebody that makes a living out of ranting about Nazis everywhere she sees- you would think she would be more familiar with their ideologies,positive
89,Whoopi Goldberg Reportedly LIVID About Her Suspension,2022-02-04,"Saying she's not because of her ""last name"" is like saying ""I'm not racist because I have black friends""",neutral
90,Whoopi Goldberg Reportedly LIVID About Her Suspension,2022-02-04,"1:05 GREAT POINT!  Those who push cancel culture should not be exempt from being cancelled& we don’t need to defend those ppl… Now, people who are getting cancelled for saying something “offensive” to someone out there that haven’t pushed for cancel culture, let’s come alongside them to fight against Cancel Culture… Afterall, the person in the first case is an advocate for it & probably wouldn’t want our interference… LOLz ",negative
91,Whoopi Goldberg Reportedly LIVID About Her Suspension,2022-02-04,"“When people get used to preferential treatment, equal treatment seems like discrimination.” -Sowell",negative
92,Whoopi Goldberg Reportedly LIVID About Her Suspension,2022-02-04,I would say she has free speech but then I remember what she has said about other people. Fire her and cancel her now.,negative
93,Whoopi Goldberg Reportedly LIVID About Her Suspension,2022-02-04,Her response should get her fired if her original comments didn’t. Her apology wasn’t genuine,negative
94,Whoopi Goldberg Reportedly LIVID About Her Suspension,2022-02-04,Roseanne and Megan Kelly should get their TV Shows Back on ABC if Whoopi doesn't get fired.,positive
95,Whoopi Goldberg Reportedly LIVID About Her Suspension,2022-02-04,"I don't think she should of been suspended but I don't feel sorry for her. She is dealing with the consequences of what she was pushing, cancel culture.
I hope this can be a reflection moment where we can come together and agree to stop.",negative
96,Whoopi Goldberg Reportedly LIVID About Her Suspension,2022-02-04,"Im loving you loving it. Keep up the great work Ben. We need people like you and Joe, Jordan to keep the truth in public. Much respect",positive
97,Whoopi Goldberg Reportedly LIVID About Her Suspension,2022-02-04,"Whoopee Goldberg, should be terminated from ABC's ""The View,"" program for her highly unthoughtful and offensive ""anti-Semitic"" remarks concerning the Holocaust and its Victims (1941-1945).

Period!

Quit, why don't you quit, Whoopee!?",neutral
98,Whoopi Goldberg Reportedly LIVID About Her Suspension,2022-02-04,It would be a gift to humanity if she quit.,neutral
99,Whoopi Goldberg Reportedly LIVID About Her Suspension,2022-02-04,Without Double Standards these people would not have any standards.,negative
100,Whoopi Goldberg Reportedly LIVID About Her Suspension,2022-02-04,"It's like...one of those strange, yet predictable, intersections where ,..double standard ..MEETS .. lack of accountability ..in a hypocritical galaxy",positive
101,Whoopi Goldberg Reportedly LIVID About Her Suspension,2022-02-04,"The sad thing is I doubt she would ever be sorry for getting some one else fired,",negative
102,Whoopi Goldberg Reportedly LIVID About Her Suspension,2022-02-04,Being fired doesn't mean she is cancelled. It just means her boss doesn't think she can do the job anymore.,negative
103,Whoopi Goldberg Reportedly LIVID About Her Suspension,2022-02-04,If she was truly sorry then she would accept her suspension and not threaten to quit like a bad sport in a preschool game. She would also actually educate herself on the subject more.,negative
104,Whoopi Goldberg Reportedly LIVID About Her Suspension,2022-02-04,"She has apologized for her mistake. Get a life, man. ",negative
105,Whoopi Goldberg Reportedly LIVID About Her Suspension,2022-02-04,"Just ignore the wretched woman . She constantly angry , angry about anything and everything. Too tiresome .",negative
106,Whoopi Goldberg Reportedly LIVID About Her Suspension,2022-02-04,It's like the gift that keeps on giving. And she don't know how to stop.,neutral
107,Whoopi Goldberg Reportedly LIVID About Her Suspension,2022-02-04,She should absolutely have been fired! Others have had their careers and lives destroyed by cancel culture - she should be judged the same.,negative
108,Whoopi Goldberg Reportedly LIVID About Her Suspension,2022-02-04,"She should be livid about it, nobody should be suspended for their opinion no matter now ridiculous it is. Maybe this will take her up to what she's been advocating for others to endure.",neutral
109,Whoopi Goldberg Reportedly LIVID About Her Suspension,2022-02-04,If someone else said something to the same degree to offend her she'd be calling for their head.,neutral
110,Whoopi Goldberg Reportedly LIVID About Her Suspension,2022-02-04,"Agree or disagree, like or dislike, Ben Shapiro is a voice of logic and reason.",positive
111,Whoopi Goldberg Reportedly LIVID About Her Suspension,2022-02-04,The best thing that could happen is if she would get fired or even quit either way she will just fade away let's face it she really has nothing else going for her so if she's off the view she'll just go away then all we have to do is get rid of the other hags on the show,negative
112,Whoopi Goldberg Reportedly LIVID About Her Suspension,2022-02-04,"Remember Whoopi, it's not cancel culture. It's  accountability culture. Your words, not mine.",positive
113,Whoopi Goldberg Reportedly LIVID About Her Suspension,2022-02-04,"I was thinking about this the other day and came to essentially the same conclusion.  

I despise cancel culture, and in almost all cases I'd be arguing for Whoopi here.  

However, what is the golden rule that can be understood point blankly by almost every human on earth?  ""Treat others the way you want to be treated.""  Deducing from this statement one can come to the axiom that ""People treat others the way they want to be treated."", assuming the person follows said obvious and universal rule. 

Whoopi is a prime member of cancel culture and has consistently called for people's heads when they've 'said the wrong thing' etc like this.  Following the above, it's clear that she would want herself cancelled, and it's only fair we honor her request.  

This is an exercise in logic, which means the left will be allergic to it, but I don't think there's much argument to be had against it.  I think if Ben brought this particular line of reasoning up on their shows, it'd result in some funny reactions (insults, change of topic, deflecting, etc) just because it's so easy to follow and hard to argue against no matter political affiliation.

Off with her dreads?",positive
114,Whoopi Goldberg Reportedly LIVID About Her Suspension,2022-02-04,She should be fired just like everyone else was who was fired for making a racial statement,neutral
115,Whoopi Goldberg Reportedly LIVID About Her Suspension,2022-02-04,"I'm not on board with Ben with most things these days, but everything he says here is spot on!",neutral
116,Whoopi Goldberg Reportedly LIVID About Her Suspension,2022-02-04,"Now that Whoopie has exposed herself for how she feels in her inner thoughts. The advertisers of the view should be the ones outraged and pulling their advertising dollars away from antisimitisum. 
It is hard to swollow that 2 weeks vacation time is her punishment. It is like punishing a child by taking their bike away and sending them to their grandmother's without imposed restriction. Other people have been fired for less. This was not a slip of toung or a bad writer. This is how Whoopie see me the world. Had she said crime is not a issue in a large city as it is mostly black on black she would not only be fired but fought in court over paying a dime for her remaining 4yr contract. 
However the view is saying sit down Jews and take it. What next that Jewish slavery in Egyupt was not really slavery. Well Whoopie and the view and to your network NEVER AGAIN!!",negative
117,Whoopi Goldberg Reportedly LIVID About Her Suspension,2022-02-04,"Really appreciate that you jumped in with Gina Carano and sticking up for her prior to this whole Whoopie idiocy.  This is why I subscribe and especially your values in helping others that were basically done wrong.  Your comment on changing your view on how to treat the woke that seriously take pleasure in ending a career with glee is spot on.  If you are responsible, and as reprehensible as this woman (Whoopie) then let them be judged by their standards.  This woman is seriously vile and takes pleasure with cancel culture - check out high tech companies because they support people with this same ideology.",positive
118,Whoopi Goldberg Reportedly LIVID About Her Suspension,2022-02-04,"Ive been tired of her for decades, shes fueled by hate not love and thats never good",negative
119,Whoopi Goldberg Reportedly LIVID About Her Suspension,2022-02-04,Livid cos she thought she was untouchable being a leftie. How can she come back and have opinions with people knowing her horrible views.,negative
120,Whoopi Goldberg Reportedly LIVID About Her Suspension,2022-02-04,"She's threatening to quit and we're all here like ""yeah, go ahead, and while you're at it, take The View with you"" lol",positive
121,Whoopi Goldberg Reportedly LIVID About Her Suspension,2022-02-04,I love what Ben Shapiro said in this video so much. Way To Go Ben.,positive
122,Whoopi Goldberg Reportedly LIVID About Her Suspension,2022-02-04,Guess she really feels contrite for what she did  shameless,negative
123,Whoopi Goldberg Reportedly LIVID About Her Suspension,2022-02-04,"When this happened I didn’t even think about how her “name” is “Goldberg”, that is so funny!",neutral
124,Whoopi Goldberg Reportedly LIVID About Her Suspension,2022-02-04,"I have so many left leaning ideals, and i despise these people. Ben on point as he usually is.",neutral
125,Whoopi Goldberg Reportedly LIVID About Her Suspension,2022-02-04,I think as part of Black History month we should make Whoopi Golderg history.,positive
126,Whoopi Goldberg Reportedly LIVID About Her Suspension,2022-02-04,Gina Curano was fired by Disney for making a comparison that had some actual fact to it. Now we have someone making a mistake like this and she gets suspended. Gina needs to sue since she is obviously being discriminated against,negative
127,Whoopi Goldberg Reportedly LIVID About Her Suspension,2022-02-04,"If she comes back in the air after two weeks, the reporters should go and asks questions does she feel actually sorry for her words and is she willing to listen different kind of opinions from now on without forcing them to be fired.. so ABC's effort to ""shield"" her from media wouldn't work..",negative
128,Whoopi Goldberg Reportedly LIVID About Her Suspension,2022-02-04,"We all know it's BS.
If she had been living there at that time, she would have been on a train, in line to get roasted.
Just like other person who was deemed  'less than human'.",neutral
129,Whoopi Goldberg Reportedly LIVID About Her Suspension,2022-02-04,She’s not angry. She pretending to be angry. She’s on a two week vacation. Probably a paid vacation.,neutral
130,Whoopi Goldberg Reportedly LIVID About Her Suspension,2022-02-04,The last person ANYBODY should want sticking up for them is Al Franken.  That man has enough of his own public issues.....,negative
131,Whoopi Goldberg Reportedly LIVID About Her Suspension,2022-02-04,This is how i feel too. I’m not gonna feel bad when a cancel culture member gets “canceled “,negative
132,Whoopi Goldberg Reportedly LIVID About Her Suspension,2022-02-04,"When i watched Whoopi rise into new heights of success I used to be inspired, Especially as i grow up only knowing abuse from all angles and yes from birth, I used to believe that it was inspirational how successful my chosen hero's were, Its all i had to go on. I was devastated about her views on people like me, I 'm a white male yet believe we are all mixed race, I think these days a genetic test would prove so. All my chosen hero's turns out are abusive with their bias rhetoric, You may have broke the boy in me, You will never break the Man. I want you celebrities to know your success does not match your true characters in real life, For me its over and would encourage anybody to vote with your feet then people that are this abusive promote their work, Movies, Tv series, Advertisements, Take your strength and money and apply it to your needs especial now! Don't give then another Dime let alone dollars, Invest in yourselves because its clear they don't give a dime about you. Don't share your hard working dollars no matter the franchises, You don't deserve their bias and they don't deserve your dollars, Let them put their money were their mouth is.",neutral
133,Whoopi Goldberg Reportedly LIVID About Her Suspension,2022-02-04,"May be someone can explain me how ""cancel culture"" is different from ""cyberbulling""? I mean, from what I see it is even worse, since cyberbulling does not usually get people fired.",negative
134,Whoopi Goldberg Reportedly LIVID About Her Suspension,2022-02-04,I never rejoice with the holocaust victims. It was a tragedy what happened to the Jewish/Hebrew people.and then some. No one should take likely what happened to them because of Hitler.,negative
135,Whoopi Goldberg Reportedly LIVID About Her Suspension,2022-02-04,"The funniest part of this whole ""whoopie"" - thing is that she's actually a Karen..",positive
136,Whoopi Goldberg Reportedly LIVID About Her Suspension,2022-02-04,"This is a what some may call a cooling period. Trying to avoid questions and trying appear as if the right steps are being taken. Never the less I agree completely with Ben. She has been critical and called for the firing of others who said much less. Yet, inferred more the then words spoke and called for others to be cancel and fired.  She ( Whoopi ) needs to except the same.",neutral
137,Whoopi Goldberg Reportedly LIVID About Her Suspension,2022-02-04,“Grrr… you made me accountable for something stupid I said. Now IM the real victim here and I’m rightfully upset. Shame on you.” -ANY ADULT OVER 30,negative
138,Whoopi Goldberg Reportedly LIVID About Her Suspension,2022-02-04,"She didn’t get fired, because she has black privilege. Diversity policy.",positive
139,Whoopi Goldberg Reportedly LIVID About Her Suspension,2022-02-04,"If it makes her angry it makes me laugh, she needs to re think but she won’t.",negative
140,Whoopi Goldberg Reportedly LIVID About Her Suspension,2022-02-04,"Even though she is only getting a slap on the hand, it is interesting to see that she is getting a taste of her own medicine!! 
KARMA!!",positive
141,Whoopi Goldberg Reportedly LIVID About Her Suspension,2022-02-04,She's more upset about finally being held accountable for garbage that spews out of her mouth than anything else.,negative
142,Whoopi Goldberg Reportedly LIVID About Her Suspension,2022-02-04,They should make her write an essay about what racism really is.,neutral
143,Whoopi Goldberg Reportedly LIVID About Her Suspension,2022-02-04,"Were I an interrogator tasked with extracting information from a POW, and physical torture was not an option, I'd strongly consider forcing the prisoner to watch the view 24/7 until he cracked. I bet it wouldn't take long.",neutral
144,Whoopi Goldberg Reportedly LIVID About Her Suspension,2022-02-04,"Finally someone who said this!!!! Thank you, Ben!",positive
